gene set	gene
Riboflavin metabolism	AC5u0009GL000858
Riboflavin metabolism	AC5u0009GL001752
Riboflavin metabolism	AC5u0009GL000093
Riboflavin metabolism	AC5u0009GL001758
Riboflavin metabolism	AC5u0009GL001762
Selenocompound metabolism	AC5u0009GL000437
Selenocompound metabolism	AC5u0009GL000683
Selenocompound metabolism	AC5u0009GL000726
Selenocompound metabolism	AC5u0009GL000727
Selenocompound metabolism	AC5u0009GL000798
Selenocompound metabolism	AC5u0009GL000835
Selenocompound metabolism	AC5u0009GL001080
Selenocompound metabolism	AC5u0009GL001347
Selenocompound metabolism	AC5u0009GL001474
Selenocompound metabolism	AC5u0009GL001760
Starch and sucrose metabolism	AC5u0009GL000274
Starch and sucrose metabolism	AC5u0009GL000407
Starch and sucrose metabolism	AC5u0009GL000408
Starch and sucrose metabolism	AC5u0009GL001434
Starch and sucrose metabolism	AC5u0009GL001824
Starch and sucrose metabolism	AC5u0009GL000632
Starch and sucrose metabolism	AC5u0009GL002111
Starch and sucrose metabolism	AC5u0009GL002164
Starch and sucrose metabolism	AC5u0009GL000236
Sulfur metabolism	AC5u0009GL000726
Sulfur metabolism	AC5u0009GL000884
Sulfur metabolism	AC5u0009GL000653
TCA cycle	AC5u0009GL000055
TCA cycle	AC5u0009GL000419
TCA cycle	AC5u0009GL000606
TCA cycle	AC5u0009GL000780
TCA cycle	AC5u0009GL001118
TCA cycle	AC5u0009GL001170
TCA cycle	AC5u0009GL001348
TCA cycle	AC5u0009GL001361
TCA cycle	AC5u0009GL001377
TCA cycle	AC5u0009GL001591
TCA cycle	AC5u0009GL001117
TCA cycle	AC5u0009GL001188
TCA cycle	AC5u0009GL001189
Terpenoid backbone biosynthesis	AC5u0009GL000033
Terpenoid backbone biosynthesis	AC5u0009GL000197
Terpenoid backbone biosynthesis	AC5u0009GL000209
Terpenoid backbone biosynthesis	AC5u0009GL000589
Terpenoid backbone biosynthesis	AC5u0009GL000599
Terpenoid backbone biosynthesis	AC5u0009GL000870
Terpenoid backbone biosynthesis	AC5u0009GL001737
Terpenoid backbone biosynthesis	AC5u0009GL001738
Terpenoid backbone biosynthesis	AC5u0009GL001739
Terpenoid backbone biosynthesis	AC5u0009GL001740
Terpenoid backbone biosynthesis	AC5u0009GL002178
Terpenoid backbone biosynthesis	AC5u0009GL000058
Thiamine metabolism	AC5u0009GL000018
Thiamine metabolism	AC5u0009GL000269
Thiamine metabolism	AC5u0009GL000270
Thiamine metabolism	AC5u0009GL000271
Thiamine metabolism	AC5u0009GL000309
Thiamine metabolism	AC5u0009GL000683
Thiamine metabolism	AC5u0009GL000843
Thiamine metabolism	AC5u0009GL000964
Thiamine metabolism	AC5u0009GL001072
Thiamine metabolism	AC5u0009GL001190
Thiamine metabolism	AC5u0009GL001245
Thiamine metabolism	AC5u0009GL001347
Thiamine metabolism	AC5u0009GL001481
Thiamine metabolism	AC5u0009GL002025
Thiamine metabolism	AC5u0009GL000020
Thiamine metabolism	AC5u0009GL000958
Thiamine metabolism	AC5u0009GL001268
Thiamine metabolism	AC5u0009GL001352
Thiamine metabolism	AC5u0009GL001759
Transport	AC5u0009GL000164
Transport	AC5u0009GL000165
Transport	AC5u0009GL000668
Transport	AC5u0009GL000669
Transport	AC5u0009GL000728
Transport	AC5u0009GL000914
Transport	AC5u0009GL000916
Transport	AC5u0009GL001105
Transport	AC5u0009GL001225
Transport	AC5u0009GL001226
Transport	AC5u0009GL001233
Transport	AC5u0009GL001314
Transport	AC5u0009GL001315
Transport	AC5u0009GL001316
Transport	AC5u0009GL001317
Transport	AC5u0009GL001666
Transport	AC5u0009GL001684
Transport	AC5u0009GL001685
Transport	AC5u0009GL001849
Transport	AC5u0009GL002019
Transport	AC5u0009GL002127
Transport	AC5u0009GL002128
Transport	AC5u0009GL000082
Transport	AC5u0009GL000260
Transport	AC5u0009GL001042
Transport	AC5u0009GL001157
Transport	AC5u0009GL001663
Transport	AC5u0009GL001664
Transport	AC5u0009GL002036
Tyrosine metabolism	AC5u0009GL000055
Tyrosine metabolism	AC5u0009GL000419
Tyrosine metabolism	AC5u0009GL000780
Tyrosine metabolism	AC5u0009GL001361
Tyrosine metabolism	AC5u0009GL001591
Tyrosine metabolism	AC5u0009GL001902
Ubiquinone and other terpenoid-quinone biosynthesis	AC5u0009GL001463
Ubiquinone and other terpenoid-quinone biosynthesis	AC5u0009GL001766
Ubiquinone and other terpenoid-quinone biosynthesis	AC5u0009GL001767
Ubiquinone and other terpenoid-quinone biosynthesis	AC5u0009GL001768
Ubiquinone and other terpenoid-quinone biosynthesis	AC5u0009GL002179
Valine, leucine and isoleucine biosynthesis	AC5u0009GL000907
Vitamin B6 metabolism	AC5u0009GL000270
Vitamin B6 metabolism	AC5u0009GL000843
Vitamin B6 metabolism	AC5u0009GL001072
beta-Alanine metabolism	AC5u0009GL000606
beta-Alanine metabolism	AC5u0009GL000688
beta-Alanine metabolism	AC5u0009GL000689
bile acid biosynthesis	AC5u0009GL000416
energy metabolism	AC5u0009GL000103
energy metabolism	AC5u0009GL000104
energy metabolism	AC5u0009GL000105
energy metabolism	AC5u0009GL000106
energy metabolism	AC5u0009GL000107
energy metabolism	AC5u0009GL000108
energy metabolism	AC5u0009GL000110
energy metabolism	AC5u0009GL000675
energy metabolism	AC5u0009GL000676
energy metabolism	AC5u0009GL000677
energy metabolism	AC5u0009GL000678
energy metabolism	AC5u0009GL000679
energy metabolism	AC5u0009GL000680
energy metabolism	AC5u0009GL000770
energy metabolism	AC5u0009GL001208
energy metabolism	AC5u0009GL001551
energy metabolism	AC5u0009GL000396
energy metabolism	AC5u0009GL001117
energy metabolism	AC5u0009GL001532
energy metabolism	AC5u0009GL001764
peptidoglycan biosynthesis	AC5u0009GL000365
peptidoglycan biosynthesis	AC5u0009GL000368
peptidoglycan biosynthesis	AC5u0009GL000370
peptidoglycan biosynthesis	AC5u0009GL000371
peptidoglycan biosynthesis	AC5u0009GL001126
peptidoglycan biosynthesis	AC5u0009GL001177
peptidoglycan biosynthesis	AC5u0009GL001178
peptidoglycan biosynthesis	AC5u0009GL001332
peptidoglycan biosynthesis	AC5u0009GL001334
peptidoglycan biosynthesis	AC5u0009GL002096
peptidoglycan biosynthesis	AC5u0009GL001418
peptidoglycan biosynthesis	AC5u0009GL000369
Propanoate metabolism	AC5u0009GL000624
Propanoate metabolism	AC5u0009GL000754
Propanoate metabolism	AC5u0009GL001911
Propanoate metabolism	AC5u0009GL001913
Propanoate metabolism	AC5u0009GL001918
Propanoate metabolism	AC5u0009GL002172
purine metabolism	AC5u0009GL000169
purine metabolism	AC5u0009GL000394
purine metabolism	AC5u0009GL000600
purine metabolism	AC5u0009GL000769
purine metabolism	AC5u0009GL000771
purine metabolism	AC5u0009GL000892
pyruvate metabolism	AC5u0009GL000078
Transport	AC5u0009GL000111
Transport	AC5u0009GL000124
Transport	AC5u0009GL000125
Transport	AC5u0009GL000138
Transport	AC5u0009GL000151
Transport	AC5u0009GL000164
Transport	AC5u0009GL000165
Transport	AC5u0009GL000316
Transport	AC5u0009GL000317
Transport	AC5u0009GL000318
Transport	AC5u0009GL000409
Transport	AC5u0009GL000586
Transport	AC5u0009GL000587
Transport	AC5u0009GL000588
Transport	AC5u0009GL000605
Transport	AC5u0009GL000612
Transport	AC5u0009GL000613
Transport	AC5u0009GL000614
Transport	AC5u0009GL000667
Transport	AC5u0009GL000668
Transport	AC5u0009GL000669
Transport	AC5u0009GL000727
Transport	AC5u0009GL000728
Transport	AC5u0009GL000729
Transport	AC5u0009GL000800
Transport	AC5u0009GL000834
Transport	AC5u0009GL000914
Transport	AC5u0009GL000915
Transport	AC5u0009GL000916
Transport	AC5u0009GL000918
Transport	AC5u0009GL000940
Transport	AC5u0009GL000984
Transport	AC5u0009GL001081
Transport	AC5u0009GL001105
Transport	AC5u0009GL001158
Transport	AC5u0009GL001181
Transport	AC5u0009GL001184
Transport	AC5u0009GL001196
Transport	AC5u0009GL001214
Transport	AC5u0009GL001217
Transport	AC5u0009GL001218
Transport	AC5u0009GL001222
Transport	AC5u0009GL001225
Transport	AC5u0009GL001226
Transport	AC5u0009GL001233
Transport	AC5u0009GL001234
Transport	AC5u0009GL001235
Transport	AC5u0009GL001236
Transport	AC5u0009GL001302
Transport	AC5u0009GL001304
Transport	AC5u0009GL001305
Transport	AC5u0009GL001313
Transport	AC5u0009GL001314
Transport	AC5u0009GL001315
Transport	AC5u0009GL001316
Transport	AC5u0009GL001317
Transport	AC5u0009GL001364
Transport	AC5u0009GL001435
Transport	AC5u0009GL001437
Transport	AC5u0009GL001438
Transport	AC5u0009GL001484
Transport	AC5u0009GL001485
Transport	AC5u0009GL001486
Transport	AC5u0009GL001488
Transport	AC5u0009GL001499
Transport	AC5u0009GL001500
Transport	AC5u0009GL001518
Transport	AC5u0009GL001541
Transport	AC5u0009GL001666
Transport	AC5u0009GL001667
Transport	AC5u0009GL001684
Transport	AC5u0009GL001685
Transport	AC5u0009GL001848
Transport	AC5u0009GL001849
Transport	AC5u0009GL001853
Transport	AC5u0009GL001885
Transport	AC5u0009GL001886
Transport	AC5u0009GL001887
Transport	AC5u0009GL001930
Transport	AC5u0009GL001971
Transport	AC5u0009GL002019
Transport	AC5u0009GL002024
Transport	AC5u0009GL002064
Transport	AC5u0009GL002080
Transport	AC5u0009GL002081
Transport	AC5u0009GL002082
Transport	AC5u0009GL002083
Transport	AC5u0009GL002112
Transport	AC5u0009GL002127
Transport	AC5u0009GL002128
Transport	AC5u0009GL002129
Transport	AC5u0009GL001888
unclassified	AC5u0009GL000309
unclassified	AC5u0009GL000414
unclassified	AC5u0009GL000415
unclassified	AC5u0009GL000468
unclassified	AC5u0009GL000611
unclassified	AC5u0009GL000682
unclassified	AC5u0009GL000683
unclassified	AC5u0009GL001152
unclassified	AC5u0009GL001170
unclassified	AC5u0009GL001244
unclassified	AC5u0009GL001282
unclassified	AC5u0009GL001347
unclassified	AC5u0009GL001425
unclassified	AC5u0009GL001426
unclassified	AC5u0009GL001454
unclassified	AC5u0009GL001760
unclassified	AC5u0009GL001791
unclassified	AC5u0009GL001883
unclassified	AC5u0009GL001889
unclassified	AC5u0009GL001891
unclassified	AC5u0009GL001894
unclassified	AC5u0009GL001898
unclassified	AC5u0009GL001912
unclassified	AC5u0009GL001937
unclassified	AC5u0009GL002046
vitamin B6 metabolism	AC5u0009GL000270
vitamin B6 metabolism	AC5u0009GL000843
vitamin B6 metabolism	AC5u0009GL001072
vitamin B6 metabolism	AC5u0009GL000581
vitamin B6 metabolism	AC5u0009GL000992
