gene set	gene
Peptidoglycan biosynthesis	AC5u0009GL001962
Peptidoglycan biosynthesis	AC5u0009GL000574
Phenylalanine metabolism	AC5u0009GL000055
Phenylalanine metabolism	AC5u0009GL000419
Phenylalanine metabolism	AC5u0009GL000780
Phenylalanine metabolism	AC5u0009GL001122
Phenylalanine metabolism	AC5u0009GL001361
Phenylalanine metabolism	AC5u0009GL001591
Phenylalanine metabolism	AC5u0009GL001902
Phenylalanine metabolism	AC5u0009GL002010
Phenylalanine, tyrosine and tryptophan biosynthesis	AC5u0009GL000055
Phenylalanine, tyrosine and tryptophan biosynthesis	AC5u0009GL000419
Phenylalanine, tyrosine and tryptophan biosynthesis	AC5u0009GL000942
Phenylalanine, tyrosine and tryptophan biosynthesis	AC5u0009GL001361
Phenylalanine, tyrosine and tryptophan biosynthesis	AC5u0009GL001591
Phenylalanine, tyrosine and tryptophan biosynthesis	AC5u0009GL001956
Polyketide sugar unit biosynthesis	AC5u0009GL001414
Polyketide sugar unit biosynthesis	AC5u0009GL001415
Polyketide sugar unit biosynthesis	AC5u0009GL001424
Polyketide sugar unit biosynthesis	AC5u0009GL001417
Polyketide sugar unit biosynthesis	AC5u0009GL001416
Porphyrin and chlorophyll metabolism	AC5u0009GL001301
Porphyrin and chlorophyll metabolism	AC5u0009GL001480
Porphyrin and chlorophyll metabolism	AC5u0009GL001874
Porphyrin and chlorophyll metabolism	AC5u0009GL001875
Porphyrin and chlorophyll metabolism	AC5u0009GL001876
Porphyrin and chlorophyll metabolism	AC5u0009GL001878
Porphyrin and chlorophyll metabolism	AC5u0009GL001879
Porphyrin and chlorophyll metabolism	AC5u0009GL001880
Porphyrin and chlorophyll metabolism	AC5u0009GL001881
Porphyrin and chlorophyll metabolism	AC5u0009GL001882
Porphyrin and chlorophyll metabolism	AC5u0009GL001883
Porphyrin and chlorophyll metabolism	AC5u0009GL001889
Porphyrin and chlorophyll metabolism	AC5u0009GL001890
Porphyrin and chlorophyll metabolism	AC5u0009GL001891
Porphyrin and chlorophyll metabolism	AC5u0009GL001892
Porphyrin and chlorophyll metabolism	AC5u0009GL001893
Porphyrin and chlorophyll metabolism	AC5u0009GL001894
Porphyrin and chlorophyll metabolism	AC5u0009GL001895
Porphyrin and chlorophyll metabolism	AC5u0009GL001898
Porphyrin and chlorophyll metabolism	AC5u0009GL001900
Porphyrin and chlorophyll metabolism	AC5u0009GL001901
Porphyrin and chlorophyll metabolism	AC5u0009GL001902
Porphyrin and chlorophyll metabolism	AC5u0009GL001903
Porphyrin and chlorophyll metabolism	AC5u0009GL001915
Porphyrin and chlorophyll metabolism	AC5u0009GL001877
Porphyrin and chlorophyll metabolism	AC5u0009GL001884
Porphyrin and chlorophyll metabolism	AC5u0009GL001896
Porphyrin and chlorophyll metabolism	AC5u0009GL001897
Porphyrin and chlorophyll metabolism	AC5u0009GL001899
Porphyrin and chlorophyll metabolism	AC5u0009GL001900
Porphyrin and chlorophyll metabolism	AC5u0009GL001904
Proline metabolism	AC5u0009GL000606
Proline metabolism	AC5u0009GL000776
Proline metabolism	AC5u0009GL000777
Proline metabolism	AC5u0009GL000778
Proline metabolism	AC5u0009GL001520
Propanoate metabolism	AC5u0009GL000976
Propanoate metabolism	AC5u0009GL001480
Propanoate metabolism	AC5u0009GL001517
Propanoate metabolism	AC5u0009GL001912
Propanoate metabolism	AC5u0009GL001913
Propanoate metabolism	AC5u0009GL001918
Propanoate metabolism	AC5u0009GL001923
Propanoate metabolism	AC5u0009GL001924
Propanoate metabolism	AC5u0009GL001925
Purine metabolism	AC5u0009GL000028
Purine metabolism	AC5u0009GL000169
Purine metabolism	AC5u0009GL000309
Purine metabolism	AC5u0009GL000324
Purine metabolism	AC5u0009GL000325
Purine metabolism	AC5u0009GL000386
Purine metabolism	AC5u0009GL000395
Purine metabolism	AC5u0009GL000405
Purine metabolism	AC5u0009GL000459
Purine metabolism	AC5u0009GL000583
Purine metabolism	AC5u0009GL000603
Purine metabolism	AC5u0009GL000645
Purine metabolism	AC5u0009GL000755
Purine metabolism	AC5u0009GL000756
Purine metabolism	AC5u0009GL000758
Purine metabolism	AC5u0009GL000795
Purine metabolism	AC5u0009GL000796
Purine metabolism	AC5u0009GL000797
Purine metabolism	AC5u0009GL000828
Purine metabolism	AC5u0009GL000848
Purine metabolism	AC5u0009GL000889
Purine metabolism	AC5u0009GL000890
Purine metabolism	AC5u0009GL000891
Purine metabolism	AC5u0009GL000893
Purine metabolism	AC5u0009GL000894
Purine metabolism	AC5u0009GL000895
Purine metabolism	AC5u0009GL000897
Purine metabolism	AC5u0009GL000898
Purine metabolism	AC5u0009GL000899
Purine metabolism	AC5u0009GL000900
Purine metabolism	AC5u0009GL000967
Purine metabolism	AC5u0009GL001026
Purine metabolism	AC5u0009GL001054
Purine metabolism	AC5u0009GL001067
Purine metabolism	AC5u0009GL001087
Purine metabolism	AC5u0009GL001221
Purine metabolism	AC5u0009GL001278
Purine metabolism	AC5u0009GL001344
Purine metabolism	AC5u0009GL001353
Purine metabolism	AC5u0009GL001465
Purine metabolism	AC5u0009GL001491
Purine metabolism	AC5u0009GL001505
Purine metabolism	AC5u0009GL001662
Purine metabolism	AC5u0009GL001728
Purine metabolism	AC5u0009GL001778
Purine metabolism	AC5u0009GL001811
Purine metabolism	AC5u0009GL001821
Purine metabolism	AC5u0009GL001940
Purine metabolism	AC5u0009GL002084
Purine metabolism	AC5u0009GL002151
Purine metabolism	AC5u0009GL001379
Purine metabolism	AC5u0009GL000642
Purine metabolism	AC5u0009GL002154
Purine metabolism	AC5u0009GL000251
Purine metabolism	AC5u0009GL000948
Purine metabolism	AC5u0009GL001161
Purine metabolism	AC5u0009GL001503
Purine metabolism	AC5u0009GL001905
Purine metabolism 	AC5u0009GL001505
Pyrimidine metabolism	AC5u0009GL000071
Pyrimidine metabolism	AC5u0009GL000115
Pyrimidine metabolism	AC5u0009GL000120
Pyrimidine metabolism	AC5u0009GL000169
Pyrimidine metabolism	AC5u0009GL000186
Pyrimidine metabolism	AC5u0009GL000319
Pyrimidine metabolism	AC5u0009GL000367
Pyrimidine metabolism	AC5u0009GL000571
Pyrimidine metabolism	AC5u0009GL000603
Pyrimidine metabolism	AC5u0009GL000645
Pyrimidine metabolism	AC5u0009GL000733
Pyrimidine metabolism	AC5u0009GL000755
Pyrimidine metabolism	AC5u0009GL000756
Pyrimidine metabolism	AC5u0009GL000758
Pyrimidine metabolism	AC5u0009GL000763
Pyrimidine metabolism	AC5u0009GL000828
Pyrimidine metabolism	AC5u0009GL001026
Pyrimidine metabolism	AC5u0009GL001033
Pyrimidine metabolism	AC5u0009GL001034
Pyrimidine metabolism	AC5u0009GL001087
Pyrimidine metabolism	AC5u0009GL001243
Pyrimidine metabolism	AC5u0009GL001278
Pyrimidine metabolism	AC5u0009GL001387
Pyrimidine metabolism	AC5u0009GL001489
Pyrimidine metabolism	AC5u0009GL001491
Pyrimidine metabolism	AC5u0009GL001493
Pyrimidine metabolism	AC5u0009GL001494
Pyrimidine metabolism	AC5u0009GL001495
Pyrimidine metabolism	AC5u0009GL001496
Pyrimidine metabolism	AC5u0009GL001505
Pyrimidine metabolism	AC5u0009GL001506
Pyrimidine metabolism	AC5u0009GL001528
Pyrimidine metabolism	AC5u0009GL001567
Pyrimidine metabolism	AC5u0009GL001574
Pyrimidine metabolism	AC5u0009GL001662
Pyrimidine metabolism	AC5u0009GL001728
Pyrimidine metabolism	AC5u0009GL001778
Pyrimidine metabolism	AC5u0009GL001809
Pyrimidine metabolism	AC5u0009GL001940
Pyrimidine metabolism	AC5u0009GL002151
Pyrimidine metabolism	AC5u0009GL000199
Pyrimidine metabolism	AC5u0009GL000847
Pyrimidine metabolism	AC5u0009GL001068
Pyrimidine metabolism	AC5u0009GL000351
Pyrimidine metabolism	AC5u0009GL000377
Pyrimidine metabolism	AC5u0009GL000253
Pyrimidine metabolism	AC5u0009GL000858
Pyrimidine metabolism	AC5u0009GL000093
Pyrimidine metabolism	AC5u0009GL000252
Pyrimidine metabolism	AC5u0009GL000376
Pyrimidine metabolism	AC5u0009GL000690
Pyrimidine metabolism	AC5u0009GL000691
Pyrimidine metabolism	AC5u0009GL001259
Pyruvate metabolism	AC5u0009GL000175
Pyruvate metabolism	AC5u0009GL000177
Pyruvate metabolism	AC5u0009GL000202
Pyruvate metabolism	AC5u0009GL000222
Pyruvate metabolism	AC5u0009GL000223
Pyruvate metabolism	AC5u0009GL000224
Pyruvate metabolism	AC5u0009GL000226
Pyruvate metabolism	AC5u0009GL000410
Pyruvate metabolism	AC5u0009GL000420
Pyruvate metabolism	AC5u0009GL000468
Pyruvate metabolism	AC5u0009GL000611
Pyruvate metabolism	AC5u0009GL000624
Pyruvate metabolism	AC5u0009GL000754
Pyruvate metabolism	AC5u0009GL000790
Pyruvate metabolism	AC5u0009GL000795
Pyruvate metabolism	AC5u0009GL000796
Pyruvate metabolism	AC5u0009GL000797
Pyruvate metabolism	AC5u0009GL000844
Pyruvate metabolism	AC5u0009GL000955
Pyruvate metabolism	AC5u0009GL000976
Pyruvate metabolism	AC5u0009GL001071
Pyruvate metabolism	AC5u0009GL001116
Pyruvate metabolism	AC5u0009GL001119
Pyruvate metabolism	AC5u0009GL001601
Pyruvate metabolism	AC5u0009GL001632
Pyruvate metabolism	AC5u0009GL001747
Pyruvate metabolism	AC5u0009GL001911
Pyruvate metabolism	AC5u0009GL002172
Pyruvate metabolism	AC5u0009GL001113
Pyruvate metabolism	AC5u0009GL001289
Pyruvate metabolism	AC5u0009GL001680
Pyruvate metabolism	AC5u0009GL001858
Riboflavin metabolism	AC5u0009GL000185
Riboflavin metabolism	AC5u0009GL000911
Riboflavin metabolism	AC5u0009GL001307
Riboflavin metabolism	AC5u0009GL001308
Riboflavin metabolism	AC5u0009GL001775
Riboflavin metabolism	AC5u0009GL001776
Riboflavin metabolism	AC5u0009GL001777
Riboflavin metabolism	AC5u0009GL001904
Riboflavin metabolism	AC5u0009GL001774
Riboflavin metabolism	AC5u0009GL000581
