gene set	gene
Glycyl-tRNA synthetase	AC5u0009GL001595
Guanine reversible transport via proton symport	AC5u0009GL000376
Guanine reversible transport via proton symport	AC5u0009GL000690
Guanine reversible transport via proton symport	AC5u0009GL000691
Guanosine 3'-diphosphate 5'-triphosphate 3'-diphosphatase	AC5u0009GL000169
Guanylate kinase  GMPdATP 	AC5u0009GL000028
Guanylate kinase  GMPdATP 	AC5u0009GL000948
Heme B synthesis reaction	AC5u0009GL001301
Hexadecanoyl-[acyl-carrier protein]:malonyl-CoA  C-acyltransferase	AC5u0009GL000221
Hexadecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein]  C-acyltransferase	AC5u0009GL000227
Hexanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase	AC5u0009GL000221
Hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase	AC5u0009GL000227
Histidyl-tRNA synthetase	AC5u0009GL001710
Homoserine O-succinyltransferase	AC5u0009GL002042
Hydroxymethylglutaryl CoA reductase	AC5u0009GL000599
Hydroxymethylglutaryl CoA synthase	AC5u0009GL000209
Hydroxymethylpyrimidine ABC transporter	AC5u0009GL001217
Hydroxymethylpyrimidine ABC transporter	AC5u0009GL001218
IMP cyclohydrolase	AC5u0009GL000890
IMP dehydrogenase	AC5u0009GL001503
ISC Cysteine desulfuration	AC5u0009GL000683
ISC Cysteine desulfuration	AC5u0009GL001347
ISC [2Fe-2S] Synthesis	AC5u0009GL000683
ISC [2Fe-2S] Synthesis	AC5u0009GL001347
ISC [2Fe-2S] Synthesis	AC5u0009GL001759
ISC [2Fe-2S] regeneration	AC5u0009GL000683
ISC [2Fe-2S] regeneration	AC5u0009GL001347
ISC [2Fe-2S] regeneration	AC5u0009GL001759
Iron (II) transport via ABC system	AC5u0009GL001764
Isoleucyl-tRNA synthetase	AC5u0009GL001342
Ketol-acid reductoisomerase (2-Acetolactate)	AC5u0009GL000793
L-2-hydroxyisocaproate dehydrogenase	AC5u0009GL000468
L-2-hydroxyisocaproate dehydrogenase	AC5u0009GL000611
L-2-hydroxyisocaproate dehydrogenase	AC5u0009GL001170
L-Lactate dehydrogenase (menaquinone)	AC5u0009GL000795
L-Lactate dehydrogenase (menaquinone)	AC5u0009GL000796
L-Lactate dehydrogenase (menaquinone)	AC5u0009GL000797
L-Lactate dehydrogenase (menaquinone)	AC5u0009GL001503
L-Lactate dehydrogenase (ubiquinone)	AC5u0009GL000795
L-Lactate dehydrogenase (ubiquinone)	AC5u0009GL000796
L-Lactate dehydrogenase (ubiquinone)	AC5u0009GL000797
L-Lactate dehydrogenase (ubiquinone)	AC5u0009GL001503
L-allo-Threonine Aldolase	AC5u0009GL000116
L-allo-threonine dehydrogenase	AC5u0009GL001259
L-arginine transport in via proton symport	AC5u0009GL000124
L-arginine transport via ABC system	AC5u0009GL000164
L-arginine transport via ABC system	AC5u0009GL000668
L-arginine transport via ABC system	AC5u0009GL000669
L-arginine transport via ABC system	AC5u0009GL000728
L-arginine transport via ABC system	AC5u0009GL001233
L-arginine transport via ABC system	AC5u0009GL001666
L-arginine transport via ABC system	AC5u0009GL001684
L-arginine transport via ABC system	AC5u0009GL001685
L-arginine transport via ABC system	AC5u0009GL001849
L-arginine transport via ABC system	AC5u0009GL002127
L-arginine transport via ABC system	AC5u0009GL002128
L-asparaginase	AC5u0009GL000465
L-cysteine transport via ABC system	AC5u0009GL000668
L-cysteine transport via ABC system	AC5u0009GL000727
L-cysteine transport via ABC system	AC5u0009GL000728
L-cysteine transport via ABC system	AC5u0009GL000729
L-cysteine transport via ABC system	AC5u0009GL001233
L-cysteine transport via ABC system	AC5u0009GL001666
L-cysteine transport via ABC system	AC5u0009GL001685
L-cysteine transport via ABC system	AC5u0009GL002128
L-fucose transport via proton symport	AC5u0009GL000984
L-glutamate transport in/out via proton symporter	AC5u0009GL002024
L-glutamate transport via ABC system	AC5u0009GL000164
L-glutamate transport via ABC system	AC5u0009GL000668
L-glutamate transport via ABC system	AC5u0009GL000669
L-glutamate transport via ABC system	AC5u0009GL000728
L-glutamate transport via ABC system	AC5u0009GL001233
L-glutamate transport via ABC system	AC5u0009GL001666
L-glutamate transport via ABC system	AC5u0009GL001684
L-glutamate transport via ABC system	AC5u0009GL001685
L-glutamate transport via ABC system	AC5u0009GL001849
L-glutamate transport via ABC system	AC5u0009GL002127
L-glutamate transport via ABC system	AC5u0009GL002128
L-glutamine transport via ABC system	AC5u0009GL000668
L-glutamine transport via ABC system	AC5u0009GL000728
L-glutamine transport via ABC system	AC5u0009GL001233
L-glutamine transport via ABC system	AC5u0009GL001234
L-glutamine transport via ABC system	AC5u0009GL001235
L-glutamine transport via ABC system	AC5u0009GL001236
L-glutamine transport via ABC system	AC5u0009GL001666
L-glutamine transport via ABC system	AC5u0009GL001667
L-glutamine transport via ABC system	AC5u0009GL001685
L-glutamine transport via ABC system	AC5u0009GL001849
L-glutamine transport via ABC system	AC5u0009GL002128
L-histidine transport via ABC system	AC5u0009GL000164
L-histidine transport via ABC system	AC5u0009GL000613
L-histidine transport via ABC system	AC5u0009GL000667
L-histidine transport via ABC system	AC5u0009GL000668
L-histidine transport via ABC system	AC5u0009GL000669
L-histidine transport via ABC system	AC5u0009GL000728
L-histidine transport via ABC system	AC5u0009GL000800
L-histidine transport via ABC system	AC5u0009GL001233
L-histidine transport via ABC system	AC5u0009GL001666
L-histidine transport via ABC system	AC5u0009GL001685
L-histidine transport via ABC system	AC5u0009GL002127
L-histidine transport via ABC system	AC5u0009GL002128
L-histidine transport via ABC system	AC5u0009GL002129
L-isoeucine transport in/out via proton symport	AC5u0009GL001196
L-isoeucine transport in/out via proton symport	AC5u0009GL001499
L-isoeucine transport in/out via proton symport	AC5u0009GL001500
L-isoeucine transport in/out via proton symport	AC5u0009GL002064
L-isoleucine transport in via proton symport	AC5u0009GL001196
L-isoleucine transport in via proton symport	AC5u0009GL002064
L-lactate dehydrogenase	AC5u0009GL000175
L-lactate dehydrogenase	AC5u0009GL000177
L-lactate dehydrogenase	AC5u0009GL000468
L-lactate dehydrogenase	AC5u0009GL000611
L-lactate dehydrogenase	AC5u0009GL000795
L-lactate dehydrogenase	AC5u0009GL000796
L-lactate dehydrogenase	AC5u0009GL000797
L-lactate dehydrogenase	AC5u0009GL000844
L-lactate dehydrogenase	AC5u0009GL001071
L-lactate dehydrogenase	AC5u0009GL001116
L-lactate dehydrogenase	AC5u0009GL001747
L-leucine transport in via proton symport	AC5u0009GL001196
L-leucine transport in via proton symport	AC5u0009GL002064
L-leucine transport in/out via proton symport	AC5u0009GL001196
L-leucine transport in/out via proton symport	AC5u0009GL001499
L-leucine transport in/out via proton symport	AC5u0009GL001500
L-leucine transport in/out via proton symport	AC5u0009GL002064
L-lysine transport in/out via proton symport	AC5u0009GL001222
L-methionine transport via ABC system	AC5u0009GL000612
L-methionine transport via ABC system	AC5u0009GL000613
L-methionine transport via ABC system	AC5u0009GL000614
L-methionine transport via ABC system	AC5u0009GL000668
L-methionine transport via ABC system	AC5u0009GL001233
L-methionine transport via ABC system	AC5u0009GL001666
L-methionine transport via ABC system	AC5u0009GL001848
L-methionine transport via ABC system	AC5u0009GL002128
L-methionine-R-sulfoxide reductase	AC5u0009GL001491
L-methionine-R-sulfoxide reductase	AC5u0009GL000913
L-methionine-S-oxide reductase	AC5u0009GL001491
L-methionine-S-oxide reductase	AC5u0009GL000051
L-methionine-S-oxide reductase	AC5u0009GL000248
L-proline transport via ABC system	AC5u0009GL000668
L-proline transport via ABC system	AC5u0009GL000728
L-proline transport via ABC system	AC5u0009GL000914
L-proline transport via ABC system	AC5u0009GL000916
L-proline transport via ABC system	AC5u0009GL001233
L-proline transport via ABC system	AC5u0009GL001666
L-proline transport via ABC system	AC5u0009GL001685
L-proline transport via ABC system	AC5u0009GL001849
L-proline transport via ABC system	AC5u0009GL002128
L-serine deaminase	AC5u0009GL001471
L-serine deaminase	AC5u0009GL001472
L-serine dehydrogenase	AC5u0009GL001259
L-serine transport out via proton antiport	AC5u0009GL001105
L-serine transport out via proton antiport	AC5u0009GL001225
L-serine transport out via proton antiport	AC5u0009GL001226
L-threonine transport out via proton antiport	AC5u0009GL001105
L-threonine transport out via proton antiport	AC5u0009GL001225
L-threonine transport out via proton antiport	AC5u0009GL001226
L-tyrosine transport in/out via proton symport	AC5u0009GL000940
L-tyrosine transport in/out via proton symport	AC5u0009GL001485
L-valine transport in/out via proton symport	AC5u0009GL001196
L-valine transport in/out via proton symport	AC5u0009GL001499
L-valine transport in/out via proton symport	AC5u0009GL001500
L-valine transport in/out via proton symport	AC5u0009GL002064
Leucyl-tRNA synthetase	AC5u0009GL001047
Lipoate-ATP adenylate transferase	AC5u0009GL001200
Lipteichoic acid reaction (Lb.reuteri specific)	AC5u0009GL001144
Lipteichoic acid reaction (Lb.reuteri specific)	AC5u0009GL001598
Lysyl-tRNA synthetase	AC5u0009GL000390
Malic enzyme (NAD)	AC5u0009GL001119
Malonyl-CoA:[acyl-carrier-protein] S-malonyltransferase	AC5u0009GL000229
Maltodextrin glucosidase (maltohexaose)	AC5u0009GL002111
Maltodextrin glucosidase (maltopentaose)	AC5u0009GL002111
Maltodextrin glucosidase (maltotetraose)	AC5u0009GL002111
Maltodextrin glucosidase (maltotriose)	AC5u0009GL002111
Maltose O-acetyltransferase	AC5u0009GL000150
Maltose O-acetyltransferase	AC5u0009GL000472
Mannitol efflux via ABC system	AC5u0009GL000668
Mannitol efflux via ABC system	AC5u0009GL001848
Mannitol efflux via ABC system	AC5u0009GL001849
Mannitol efflux via ABC system	AC5u0009GL002128
Methionine g lyase	AC5u0009GL000726
Methionyl-tRNA formyltransferase	AC5u0009GL000024
Methionyl-tRNA synthetase	AC5u0009GL000594
MoaD:cysteine sulfur transferase	AC5u0009GL000682
MoaD:cysteine sulfur transferase	AC5u0009GL000683
MoaD:cysteine sulfur transferase	AC5u0009GL001347
MoaD:cysteine sulfur transferase	AC5u0009GL001760
Molybdenum cofactor synthase	AC5u0009GL000251
Molybdopterin guanine dinucleotide synthase	AC5u0009GL000253
Molybdopterin guanine dinucleotide synthase	AC5u0009GL000252
N-acetylmuramoyl-L-alanine amidase	AC5u0009GL001126
N-acetylmuramoyl-L-alanine amidase	AC5u0009GL002096
N-acetylmuramoyl-L-alanine amidase	AC5u0009GL001418
NAD diphosphatase	AC5u0009GL000327
NAD diphosphatase	AC5u0009GL001552
NAD kinase	AC5u0009GL001810
NAD synthase (nh4)	AC5u0009GL000719
NADH dehydrogenase (Menaquinone 7 & no proton)	AC5u0009GL000675
NADH dehydrogenase (demethylmenaquinone-8 & 0 protons)	AC5u0009GL000675
NADH dehydrogenase (demethylmenaquinone-8 & 0 protons)	AC5u0009GL001904
NADH dehydrogenase (demethylmenaquinone-8 & 0 protons)	AC5u0009GL002057
NADH dehydrogenase (menaquinone-8 & 0 protons)	AC5u0009GL000675
NADH dehydrogenase (menaquinone-8 & 0 protons)	AC5u0009GL001904
NADH dehydrogenase (menaquinone-8 & 0 protons)	AC5u0009GL002057
NADH dehydrogenase (ubiquinone-8 )	AC5u0009GL000675
NADH dehydrogenase (ubiquinone-8 )	AC5u0009GL001904
NADH dehydrogenase (ubiquinone-8 )	AC5u0009GL002057
NADH oxidase (H2O forming)	AC5u0009GL000396
NAPRTase	AC5u0009GL000345
NAPRTase	AC5u0009GL000718
NMN permease	AC5u0009GL002036
Nicotinamide-nucleotide adenylyltransferase	AC5u0009GL000090
Nicotinamide-nucleotide adenylyltransferase	AC5u0009GL001630
Nicotinate D-ribonucleoside:orthophosphate ribosyltransferase	AC5u0009GL001505
Nucleoside triphosphate pyrophosphorylase (itp)	AC5u0009GL000642
Nucleoside triphosphate pyrophosphorylase (itp)	AC5u0009GL002154
Nucleoside-triphosphatase (CTP)	AC5u0009GL000020
Nucleoside-triphosphatase (GTP)	AC5u0009GL000020
Nucleoside-triphosphatase (GTP)	AC5u0009GL000958
Nucleoside-triphosphatase (GTP)	AC5u0009GL001268
Nucleoside-triphosphatase (GTP)	AC5u0009GL001352
Nucleoside-triphosphatase (ITP)	AC5u0009GL000020
O-Acetyl-L-homoserine acetate-lyase (adding methanethiol)	AC5u0009GL000439
O-phospho-L-homoserine phosphate-lyase (adding water;L-threonine-forming)	AC5u0009GL000903
O-phospho-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase	AC5u0009GL001444
O-phospho-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase	AC5u0009GL002043
O-succinylhomoserine lyase (L-cysteine)	AC5u0009GL000726
Octadecanoyl-[acyl-carrier protein]:malonyl-CoA  C-acyltransferase	AC5u0009GL000221
Octanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase	AC5u0009GL000221
Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein]   C-acyltransferase (decarboxylating)	AC5u0009GL000227
Octaprenyl pyrophosphate synthase	AC5u0009GL002178
Ornithine transaminase	AC5u0009GL000606
Oxalyl-CoA decarboxylase	AC5u0009GL000698
Phenylalanyl-tRNA synthetase	AC5u0009GL000073
Phenylalanyl-tRNA synthetase	AC5u0009GL000074
Phenylalanyl-tRNA synthetase	AC5u0009GL000827
Phenylalanyl-tRNA synthetase	AC5u0009GL001088
Phosphate acetyltransferase	AC5u0009GL000976
Phosphate acetyltransferase	AC5u0009GL001918
Phosphate propanoyltransferase	AC5u0009GL001918
Phosphatidylglycerol phosphate phosphatase (LRE specific)	AC5u0009GL000931
Phosphatidylglycerol synthase (LRE specific)	AC5u0009GL000663
Phosphatidylglycerol synthase (LRE specific)	AC5u0009GL002133
Phosphatidylglycerol:membrane-derived-oligosaccharide-D-glucose glycerophosphotransferase	AC5u0009GL001481
Phospho N acetylmuramoyl pentapeptide transferase alpha glutamate 	AC5u0009GL001332
Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)	AC5u0009GL001332
Phosphofructokinase, PfkB	AC5u0009GL000982
Phosphofructokinase, PfkB	AC5u0009GL001057
Phosphopantothenate-cysteine ligase	AC5u0009GL000026
Phosphoribosylaminoimidazole carboxylase	AC5u0009GL000899
Phosphoribosylaminoimidazole carboxylase (mutase rxn)	AC5u0009GL000900
Polyphosphate kinase	AC5u0009GL000770
Precorrin-2 C20-methyltransferase	AC5u0009GL001889
Precorrin-3B C17-methyltransferase (EC 2.1.1.131)	AC5u0009GL001893
Precorrin-4 C11-methyltransferase (EC 2.1.1.133)	AC5u0009GL001895
Precorrin-6A synthase (deacetylating)	AC5u0009GL001894
Precorrin-6A synthase (deacetylating)	AC5u0009GL001898
Precorrin-6X reductase (EC 1.3.1.54)	AC5u0009GL001892
Precorrin-6Y C5,15-methyltransferase [decarboxylating] E.C. 2.1.1.132	AC5u0009GL001896
Precorrin-6Y C5,15-methyltransferase [decarboxylating] E.C. 2.1.1.132	AC5u0009GL001897
Precorrin-8X methylmutase 	AC5u0009GL001899
Precorrin-8X methylmutase (EC 5.4.1.2)	AC5u0009GL001899
Prenyl transferase	AC5u0009GL002178
Prolyl-tRNA synthetase	AC5u0009GL000194
Propionate kinase	AC5u0009GL000624
Propionate kinase	AC5u0009GL001911
Propionate kinase	AC5u0009GL002172
Pyrazinamidase	AC5u0009GL000346
Pyridoxal 5-phosphate phosphatase	AC5u0009GL000581
Pyridoxal 5-phosphate phosphatase	AC5u0009GL001752
Pyridoxal 5-phosphate phosphatase	AC5u0009GL000621
Pyridoxal 5-phosphate phosphatase	AC5u0009GL002175
Pyrimidine phosphatase	AC5u0009GL000858
Pyrimidine phosphatase	AC5u0009GL000093
Pyrroline-5-carboxylate reductase	AC5u0009GL000776
Quinone oxidoreductase	AC5u0009GL001208
Raffinose galactohydrolase	AC5u0009GL000933
Raffinose galactohydrolase	AC5u0009GL001744
Riboflavin synthase	AC5u0009GL001776
Riboflavin synthase	AC5u0009GL001774
Ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	AC5u0009GL001026
Ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	AC5u0009GL001161
Ribonucleoside-triphosphate reductase (ATP) (flavodoxin)	AC5u0009GL001905
Ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	AC5u0009GL001026
Ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	AC5u0009GL001161
Ribonucleoside-triphosphate reductase (CTP) (flavodoxin)	AC5u0009GL001905
Ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	AC5u0009GL001026
Ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	AC5u0009GL001161
Ribonucleoside-triphosphate reductase (GTP) (flavodoxin)	AC5u0009GL001905
Ribonucleoside-triphosphate reductase (UTP) (flavodoxin)	AC5u0009GL001026
Ribonucleoside-triphosphate reductase (UTP) (flavodoxin)	AC5u0009GL001161
Ribonucleoside-triphosphate reductase (UTP) (flavodoxin)	AC5u0009GL001905
Ribose 5-phosphate phosphatase	AC5u0009GL002089
Ribose 5-phosphate phosphatase	AC5u0009GL000581
Ribose 5-phosphate phosphatase	AC5u0009GL000621
Ribose 5-phosphate phosphatase	AC5u0009GL000639
Ribose 5-phosphate phosphatase	AC5u0009GL002157
Ribose 5-phosphate phosphatase	AC5u0009GL002175
Ribose transport via ABC system	AC5u0009GL001971
S-adenosyl-L-methionine:cobalt-factor-II C20-methyltransferase	AC5u0009GL001889
S-adenosyl-L-methionine:precorrin-3B C17-methyltransferase	AC5u0009GL001893
S-adenosyl-L-methionine:precorrin-4 C11 methyltransferase	AC5u0009GL001895
S-adenosylmethione:2-demethylmenaquinone methyltransferase	AC5u0009GL001463
S-adenosylmethione:2-demthylmenaquinole methyltransferase (menaquinone 8)	AC5u0009GL001463
S-adenosylmethione:2-demthylmenaquinone methyltransferase (menaquinone 7)	AC5u0009GL001463
SUF [4Fe-4S] Reduction	AC5u0009GL001758
SUF [4Fe-4S] Reduction	AC5u0009GL001762
Serine O-acetyltransferase	AC5u0009GL001357
Seryl-tRNA synthetase	AC5u0009GL001193
Seryl-tRNA synthetase	AC5u0009GL002113
Succinate dehydrogenase	AC5u0009GL001188
Succinate dehydrogenase	AC5u0009GL001189
Succinyldiaminopimelate transaminase	AC5u0009GL000606
Succinyldiaminopimelate transaminase	AC5u0009GL000780
Sucrose phosphorylase	AC5u0009GL001434
Sucrose transport via permease	AC5u0009GL001435
Sulfate transporter via ABC	AC5u0009GL000834
Sulfate transporter via ABC	AC5u0009GL001081
THRt2r	AC5u0009GL001105
THRt2r	AC5u0009GL001225
THRt2r	AC5u0009GL001226
Tetradecanoyl-[acyl-carrier protein]:malonyl-CoA  C-acyltransferase	AC5u0009GL000221
Tetradecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein]  C-acyltransferase	AC5u0009GL000227
Tetrahydrofolate aminomethyltransferase	AC5u0009GL000116
Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)	AC5u0009GL000674
Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)	AC5u0009GL000849
Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)	AC5u0009GL001065
Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)	AC5u0009GL001066
Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming)	AC5u0009GL002122
Threonine aldolase	AC5u0009GL000116
Threonine-phosphate decarboxylase (EC 4.1.1.81)	AC5u0009GL001902
Threonyl-tRNA synthetase	AC5u0009GL000429
Trehalose-6-phosphate hydrolase	AC5u0009GL001180
Tryptophan transaminase	AC5u0009GL000055
Tryptophan transaminase	AC5u0009GL000419
Tryptophan transaminase	AC5u0009GL001361
Tryptophan transaminase	AC5u0009GL001591
Tryptophanyl-tRNA synthetase	AC5u0009GL000601
Tyrosyl-tRNA synthetase	AC5u0009GL000886
UDP N acetylglucosamine N acetylmuramyl pentapeptide pyrophosphoryl undecaprenol N acetylglucosamine transferase	AC5u0009GL001334
UDP N acetylmuramoyl L alanyl D glutamate lysine synthetase alpha glutamate	AC5u0009GL000121
UDP-N-acetylenolpyruvoylglucosamine reductase	AC5u0009GL000981
UDP-N-acetylglucosamine 1-carboxyvinyltransferase	AC5u0009GL000102
UDP-N-acetylglucosamine 1-carboxyvinyltransferase	AC5u0009GL000352
UDP-N-acetylglucosamine 2-epimerase	AC5u0009GL000746
UDP-N-acetylglucosamine 2-epimerase	AC5u0009GL001165
UDP-N-acetylglucosamine diphosphorylase	AC5u0009GL000584
UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	AC5u0009GL001334
UDP-N-acetylmuramoyl-L-alanine synthetase	AC5u0009GL000826
UDP-N-acetylmuramoyl-L-alanine synthetase	AC5u0009GL001089
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	AC5u0009GL001333
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine synthetase (alpha-glutamate)	AC5u0009GL000365
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine synthetase (gamma-glutamate)	AC5u0009GL000365
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase	AC5u0009GL000121
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase	AC5u0009GL000574
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase	AC5u0009GL000365
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-lactate synthetase	AC5u0009GL000365
UDPgalactopyranose mutase	AC5u0009GL001427
UDPgalactopyranose mutase	AC5u0009GL001456
UDPglucose 4-epimerase	AC5u0009GL000772
UTP-glucose-1-phosphate uridylyltransferase	AC5u0009GL000794
Undecaprenyl diphosphate synthase	AC5u0009GL000033
Undecaprenyl diphosphate synthase	AC5u0009GL000197
Undecaprenyl diphosphate synthase	AC5u0009GL002178
Undecaprenyl-phosphate glucose phosphotransferase	AC5u0009GL001150
Undecaprenyl-phosphate glucose phosphotransferase	AC5u0009GL001448
Undecaprenyl-phosphate glucose phosphotransferase	AC5u0009GL001797
Valyl-tRNA synthetase	AC5u0009GL000681
XTP/dITP diphosphohydrolase	AC5u0009GL000848
XTP/dITP diphosphohydrolase	AC5u0009GL001067
XTP/dITP diphosphohydrolase	AC5u0009GL000642
XTP/dITP diphosphohydrolase	AC5u0009GL002154
a-galactosidase (melibiose)	AC5u0009GL000933
a-galactosidase (melibiose)	AC5u0009GL001744
acetaldehyde dehydrogenase (acetylating)	AC5u0009GL000754
acetate kinase	AC5u0009GL000624
acetate kinase	AC5u0009GL001911
acetate kinase	AC5u0009GL002172
acetoin dehydrogenase	AC5u0009GL000322
acetolactate decarboxylase	AC5u0009GL000906
acetolactate synthase (Also catalyzes ACHBS)	AC5u0009GL000907
acetyl-CoA C-acetyltransferase	AC5u0009GL000410
acetyl-CoA carboxylase	AC5u0009GL000222
acetyl-CoA carboxylase	AC5u0009GL000223
acetyl-CoA carboxylase	AC5u0009GL000224
acetyl-CoA carboxylase	AC5u0009GL000226
acetyl-CoA carboxylase	AC5u0009GL001601
acetyl-CoA:D-glucosamine-6-phosphate N-acetyltransferase	AC5u0009GL000584
acetyl-diaminopimelate deacetylase	AC5u0009GL001358
acetyldiaminopimelate transaminase	AC5u0009GL000055
acetyldiaminopimelate transaminase	AC5u0009GL000419
acetyldiaminopimelate transaminase	AC5u0009GL001361
acetyldiaminopimelate transaminase	AC5u0009GL001591
acetylornithine transaminase	AC5u0009GL000615
acetylornithine transaminase	AC5u0009GL000799
acyl-carrier protein synthase	AC5u0009GL000373
acylphosphatase	AC5u0009GL000078
adenine phosphoribosyltransferase	AC5u0009GL000386
adenine phosphoribosyltransferase	AC5u0009GL001821
adenosylhomocysteine nucleosidase	AC5u0009GL001346
adenylate kinase	AC5u0009GL000309
adenylosuccinate lyase	AC5u0009GL000898
adenylosuccinate synthetase	AC5u0009GL000394
alanine racemase	AC5u0009GL000374
alcohol dehydrogenase (D-glyceraldehyde to glycerol, NADP)	AC5u0009GL000399
alcohol dehydrogenase (L-glyceraldehyde to glycerol, NADP)	AC5u0009GL000399
alcohol dehydrogenase (ethanol: NAD)	AC5u0009GL000754
alcohol dehydrogenase (ethanol: NAD)	AC5u0009GL000790
alcohol dehydrogenase (ethanol: NAD)	AC5u0009GL001289
alcohol dehydrogenase (ethanol: NAD)	AC5u0009GL001680
alcohol dehydrogenase (ethanol: NAD)	AC5u0009GL001858
alcohol dehydrogenase (glycerol)	AC5u0009GL000790
alcohol dehydrogenase (propanol)	AC5u0009GL001517
alcohol dehydrogenase (propanol)	AC5u0009GL001912
aldehyde dehydrogenase	AC5u0009GL000754
aldehyde dehydrogenase	AC5u0009GL001913
aldehyde dehydrogenase (D-glyceraldehyde, NAD)	AC5u0009GL000754
aldehyde dehydrogenase (acetaldehyde, NAD)	AC5u0009GL000754
aldose 1-epimerase	AC5u0009GL001430
aldose reductase (acetol)	AC5u0009GL001480
aldose reductase (methylglyoxal)	AC5u0009GL001480
alkaline phosphatase	AC5u0009GL000964
alkaline phosphatase	AC5u0009GL001481
alkaline phosphatase	AC5u0009GL002025
alkaline phosphatase	AC5u0009GL000020
alpha-glucosidase	AC5u0009GL000274
alpha-glucoside glucohydrolase	AC5u0009GL000274
apolipoprotein N-acyl transferase	AC5u0009GL001357
arabinose reductase	AC5u0009GL000399
arginine deiminase	AC5u0009GL000127
argininosuccinate lyase	AC5u0009GL001603
argininosuccinate synthase	AC5u0009GL001604
aromatic amino acid aminotransferase - phenylalanine	AC5u0009GL000055
aromatic amino acid aminotransferase - phenylalanine	AC5u0009GL000419
aromatic amino acid aminotransferase - phenylalanine	AC5u0009GL001361
aromatic amino acid aminotransferase - phenylalanine	AC5u0009GL001591
aromatic amino acid aminotransferase - tryptophan	AC5u0009GL000055
aromatic amino acid aminotransferase - tryptophan	AC5u0009GL000419
aromatic amino acid aminotransferase - tryptophan	AC5u0009GL001361
aromatic amino acid aminotransferase - tryptophan	AC5u0009GL001591
aromatic amino acid aminotransferase - tryptophan	AC5u0009GL001956
aromatic amino acid aminotransferase - tyrosine	AC5u0009GL000055
aromatic amino acid aminotransferase - tyrosine	AC5u0009GL000419
aromatic amino acid aminotransferase - tyrosine	AC5u0009GL001361
aromatic amino acid aminotransferase - tyrosine	AC5u0009GL001591
aryl-alcohol dehydrogenase	AC5u0009GL001122
aryl-alcohol dehydrogenase	AC5u0009GL002010
asparagine synthase (glutamine-hydrolysing)	AC5u0009GL000573
asparagine synthetase	AC5u0009GL000452
aspartase racemase	AC5u0009GL000716
aspartate carbamoyltransferase	AC5u0009GL001497
aspartate kinase	AC5u0009GL001355
aspartate transaminase	AC5u0009GL000055
aspartate transaminase	AC5u0009GL000419
aspartate transaminase	AC5u0009GL000780
aspartate transaminase	AC5u0009GL001361
aspartate transaminase	AC5u0009GL001591
aspartate transaminase	AC5u0009GL001902
aspartate-semialdehyde dehydrogenase	AC5u0009GL001362
b-phosphoglucomutase	AC5u0009GL000407
beta-galactosidase	AC5u0009GL000722
beta-galactosidase	AC5u0009GL000721
beta-ketoacyl-ACP synthase III	AC5u0009GL000231
betaine (glycine betaine) transport in/out via proton symport	AC5u0009GL000918
bifunctional oligoribonuclease and PAP phosphatase NrnA	AC5u0009GL000653
bis(5'-nucleosyl)-tetraphosphatase	AC5u0009GL001465
carbamoyl-phosphate synthase (glutamine-hydrolysing)	AC5u0009GL001182
carbamoyl-phosphate synthase (glutamine-hydrolysing)	AC5u0009GL001183
carbamoyl-phosphate synthase (glutamine-hydrolysing)	AC5u0009GL001529
