gene set	gene
GLNabc	AC5u0009GL000668
GLNabc	AC5u0009GL000728
GLNabc	AC5u0009GL001233
GLNabc	AC5u0009GL001234
GLNabc	AC5u0009GL001235
GLNabc	AC5u0009GL001236
GLNabc	AC5u0009GL001666
GLNabc	AC5u0009GL001667
GLNabc	AC5u0009GL001685
GLNabc	AC5u0009GL001849
GLNabc	AC5u0009GL002128
GLTAL	AC5u0009GL001177
GLTAL	AC5u0009GL001178
GLU5K	AC5u0009GL000778
GLUCYSL	AC5u0009GL000401
GLUCYSL	AC5u0009GL001171
GLUK	AC5u0009GL000061
GLUN	AC5u0009GL000367
GLUPRT	AC5u0009GL000893
GLUR	AC5u0009GL000643
GLUR	AC5u0009GL002153
GLUTRR	AC5u0009GL001882
GLUTRS	AC5u0009GL000056
GLUt6	AC5u0009GL002024
GLYBabc	AC5u0009GL000914
GLYBabc	AC5u0009GL000915
GLYBabc	AC5u0009GL000916
GLYBabc	AC5u0009GL002083
GLYBt6	AC5u0009GL000918
GLYCDH	AC5u0009GL001922
GLYCDH	AC5u0009GL001923
GLYCDH	AC5u0009GL001924
GLYCDH	AC5u0009GL001925
GLYCDH	AC5u0009GL001926
GLYCDx	AC5u0009GL001480
GLYCK	AC5u0009GL001365
GLYCt5	AC5u0009GL001930
GLYK	AC5u0009GL001478
GLYTRS	AC5u0009GL001594
GLYTRS	AC5u0009GL001595
GLYt6	AC5u0009GL001042
GLYt6	AC5u0009GL001664
GMPR	AC5u0009GL000395
GMPS2	AC5u0009GL000459
GMPS2	AC5u0009GL000967
GND	AC5u0009GL002017
GNK	AC5u0009GL001543
GNK	AC5u0009GL001789
GNK	AC5u0009GL001859
GPDDA1	AC5u0009GL000398
GPDDA2	AC5u0009GL000398
GPDDA3	AC5u0009GL000398
GPDDA4	AC5u0009GL000398
GPDDA5	AC5u0009GL000398
GRTT	AC5u0009GL000033
GRTT	AC5u0009GL002178
GTHRD	AC5u0009GL000277
GTHS	AC5u0009GL000401
GTPCI	AC5u0009GL001064
GTPCII	AC5u0009GL000911
GTPCII	AC5u0009GL001775
GTPDPK	AC5u0009GL000169
GTPDPK	AC5u0009GL000405
GTPDPK	AC5u0009GL001811
GUAPRT	AC5u0009GL000386
GUAPRT	AC5u0009GL001821
GUAt2	AC5u0009GL000376
GUAt2	AC5u0009GL000690
GUAt2	AC5u0009GL000691
HACD1	AC5u0009GL001661
HBUHL1	AC5u0009GL000225
HBUHL1	AC5u0009GL000233
HBUHL1	AC5u0009GL001030
HBUR1	AC5u0009GL000228
HBUR1	AC5u0009GL000944
HDDHL5	AC5u0009GL000225
HDDHL5	AC5u0009GL000233
HDDHL5	AC5u0009GL001030
HDDR5	AC5u0009GL000228
HDDR5	AC5u0009GL000944
HDEHL4	AC5u0009GL000225
HDEHL4	AC5u0009GL000233
HDEHL4	AC5u0009GL001030
HDER4	AC5u0009GL000228
HDER4	AC5u0009GL000944
HDMAT7	AC5u0009GL000221
HEMAT2	AC5u0009GL000221
HETZK	AC5u0009GL000269
HEXTT	AC5u0009GL002178
HHDHL7	AC5u0009GL000225
HHDHL7	AC5u0009GL000233
HHDHL7	AC5u0009GL001030
HHDR7	AC5u0009GL000228
HHDR7	AC5u0009GL000944
HHYHL2	AC5u0009GL000225
HHYHL2	AC5u0009GL000233
HHYHL2	AC5u0009GL001030
HHYR2	AC5u0009GL000228
HHYR2	AC5u0009GL000944
HISTRS	AC5u0009GL001710
HISabc	AC5u0009GL000164
HISabc	AC5u0009GL000165
HISabc	AC5u0009GL000613
HISabc	AC5u0009GL000667
HISabc	AC5u0009GL000668
HISabc	AC5u0009GL000669
HISabc	AC5u0009GL000728
HISabc	AC5u0009GL000800
HISabc	AC5u0009GL001233
HISabc	AC5u0009GL001666
HISabc	AC5u0009GL001685
HISabc	AC5u0009GL002127
HISabc	AC5u0009GL002128
HISabc	AC5u0009GL002129
HL_2H3MPDH	AC5u0009GL000435
HL_2H3MPDH	AC5u0009GL000781
HL_3HAD100	AC5u0009GL000225
HL_3HAD100	AC5u0009GL000233
HL_3HAD120	AC5u0009GL000225
HL_3HAD120	AC5u0009GL000233
HL_3HAD121	AC5u0009GL000225
HL_3HAD121	AC5u0009GL000233
HL_3HAD140	AC5u0009GL000225
HL_3HAD140	AC5u0009GL000233
HL_3HAD141	AC5u0009GL000225
HL_3HAD141	AC5u0009GL000233
HL_3HAD160	AC5u0009GL000225
HL_3HAD160	AC5u0009GL000233
HL_3HAD161	AC5u0009GL000225
HL_3HAD161	AC5u0009GL000233
HL_3HAD180	AC5u0009GL000225
HL_3HAD180	AC5u0009GL000233
HL_3HAD181	AC5u0009GL000225
HL_3HAD181	AC5u0009GL000233
HL_3HAD40	AC5u0009GL000225
HL_3HAD40	AC5u0009GL000233
HL_3HAD60	AC5u0009GL000225
HL_3HAD60	AC5u0009GL000233
HL_3HAD80	AC5u0009GL000225
HL_3HAD80	AC5u0009GL000233
HL_3OAR100	AC5u0009GL000228
HL_3OAR120	AC5u0009GL000228
HL_3OAR140	AC5u0009GL000228
HL_3OAR160	AC5u0009GL000228
HL_3OAR180	AC5u0009GL000228
HL_3OAR181	AC5u0009GL000228
HL_3OAR40	AC5u0009GL000228
HL_3OAR60	AC5u0009GL000228
HL_3OAR80	AC5u0009GL000228
HL_3OAS120	AC5u0009GL000227
HL_3OAS140	AC5u0009GL000227
HL_3OAS160	AC5u0009GL000227
HL_3OAS180	AC5u0009GL000227
HL_3OAS181	AC5u0009GL000227
HL_ACP1_FMN	AC5u0009GL000581
HL_ACP1_FMN	AC5u0009GL000858
HL_ACP1_FMN	AC5u0009GL000093
HL_ADADir	AC5u0009GL000071
HL_ADK2	AC5u0009GL000309
HL_ADK3	AC5u0009GL000309
HL_ADK4	AC5u0009GL000309
HL_ADNK1	AC5u0009GL000309
HL_ADSK	AC5u0009GL000071
HL_AIRC2	AC5u0009GL000899
HL_AIRC3	AC5u0009GL000900
HL_ALATA_D2	AC5u0009GL000116
HL_ALATA_L2	AC5u0009GL000116
HL_AMMQLT8	AC5u0009GL001463
HL_AP4AS	AC5u0009GL000390
HL_ARGDI_1	AC5u0009GL000127
HL_ATHRDHr	AC5u0009GL001259
HL_BPNT	AC5u0009GL001379
HL_CYSDS	AC5u0009GL000726
HL_CYTDH	AC5u0009GL001662
HL_CYTDH	AC5u0009GL001778
HL_DALAt2r	AC5u0009GL001042
HL_DALAt2r	AC5u0009GL001664
HL_DCMPDA_1	AC5u0009GL001387
HL_DHNAOT_1	AC5u0009GL002179
HL_DHORDi	AC5u0009GL001495
HL_DHPPDA2	AC5u0009GL001777
HL_DHPS2	AC5u0009GL000847
HL_DHPS2	AC5u0009GL001068
HL_DSERDHr	AC5u0009GL001259
HL_DSERt2	AC5u0009GL001042
HL_DSERt2	AC5u0009GL001664
HL_DURADx	AC5u0009GL001033
HL_DURADx	AC5u0009GL001034
HL_EAR100x	AC5u0009GL000221
HL_EAR100y	AC5u0009GL000221
HL_EAR120x	AC5u0009GL000221
HL_EAR120y	AC5u0009GL000221
HL_EAR121x	AC5u0009GL000221
HL_EAR121y	AC5u0009GL000221
HL_EAR140x	AC5u0009GL000221
HL_EAR140y	AC5u0009GL000221
HL_EAR141x	AC5u0009GL000221
HL_EAR141y	AC5u0009GL000221
HL_EAR160x	AC5u0009GL000221
HL_EAR160y	AC5u0009GL000221
HL_EAR161x	AC5u0009GL000221
HL_EAR161y	AC5u0009GL000221
HL_EAR180x	AC5u0009GL000221
HL_EAR180y	AC5u0009GL000221
HL_EAR181x	AC5u0009GL000221
HL_EAR181y	AC5u0009GL000221
HL_EAR40y	AC5u0009GL000221
HL_EAR60x	AC5u0009GL000221
HL_EAR60y	AC5u0009GL000221
HL_EAR80x	AC5u0009GL000221
HL_EAR80y	AC5u0009GL000221
HL_ECOAH6	AC5u0009GL001661
HL_ECOAH7	AC5u0009GL001661
HL_ECOAH8	AC5u0009GL001661
HL_F1PP	AC5u0009GL002089
HL_F1PP	AC5u0009GL000581
HL_F1PP	AC5u0009GL000639
HL_F1PP	AC5u0009GL002157
HL_F6PP	AC5u0009GL002089
HL_F6PP	AC5u0009GL000581
HL_F6PP	AC5u0009GL001752
HL_F6PP	AC5u0009GL000639
HL_F6PP	AC5u0009GL002157
HL_FBP	AC5u0009GL000581
HL_FE2abc	AC5u0009GL001764
HL_FORCT	AC5u0009GL000692
HL_FRDx	AC5u0009GL001117
HL_G1PP	AC5u0009GL002089
HL_G1PP	AC5u0009GL000581
HL_G3PD2	AC5u0009GL000793
HL_G3PT	AC5u0009GL000621
HL_G3PT	AC5u0009GL000639
HL_G3PT	AC5u0009GL002157
HL_G3PT	AC5u0009GL002175
HL_G6PP	AC5u0009GL002089
HL_G6PP	AC5u0009GL001752
HL_G6PP	AC5u0009GL000639
HL_G6PP	AC5u0009GL002157
HL_GALKr	AC5u0009GL002028
HL_GDPDPK	AC5u0009GL000169
HL_GDPTPDP	AC5u0009GL000169
HL_GK2	AC5u0009GL000028
HL_GK2	AC5u0009GL000948
HL_GLNTRS2	AC5u0009GL000329
HL_GLNTRS2	AC5u0009GL000330
HL_GLNTRS2	AC5u0009GL000331
HL_GLUABUTt7	AC5u0009GL000082
HL_GLUABUTt7	AC5u0009GL001157
HL_GLUabc	AC5u0009GL000164
HL_GLUabc	AC5u0009GL000165
HL_GLUabc	AC5u0009GL000668
HL_GLUabc	AC5u0009GL000669
HL_GLUabc	AC5u0009GL000728
HL_GLUabc	AC5u0009GL001233
HL_GLUabc	AC5u0009GL001666
HL_GLUabc	AC5u0009GL001684
HL_GLUabc	AC5u0009GL001685
HL_GLUabc	AC5u0009GL001849
HL_GLUabc	AC5u0009GL002127
HL_GLUabc	AC5u0009GL002128
HL_GLYCK2	AC5u0009GL001365
HL_GMPS	AC5u0009GL000967
HL_GRTAL	AC5u0009GL001162
HL_GTPCII2	AC5u0009GL000911
HL_GTPCII2	AC5u0009GL001775
HL_HSST	AC5u0009GL002042
HL_I2FE2SR	AC5u0009GL000683
HL_I2FE2SR	AC5u0009GL001347
HL_I2FE2SR	AC5u0009GL001759
HL_I2FE2SS	AC5u0009GL000683
HL_I2FE2SS	AC5u0009GL001347
HL_I2FE2SS	AC5u0009GL001759
HL_ICYSDS	AC5u0009GL000683
HL_ICYSDS	AC5u0009GL001347
HL_IMPD	AC5u0009GL001503
HL_KARA2	AC5u0009GL000793
HL_KAS14	AC5u0009GL000227
HL_LIPATPT	AC5u0009GL001200
HL_LSERDHr	AC5u0009GL001259
HL_LTA_LRE	AC5u0009GL001144
HL_LTA_LRE	AC5u0009GL001598
HL_L_LACD2	AC5u0009GL000795
HL_L_LACD2	AC5u0009GL000796
HL_L_LACD2	AC5u0009GL000797
HL_L_LACD2	AC5u0009GL001503
HL_L_LACD3	AC5u0009GL000795
HL_L_LACD3	AC5u0009GL000796
HL_L_LACD3	AC5u0009GL000797
HL_L_LACD3	AC5u0009GL001503
HL_MALTATr	AC5u0009GL000150
HL_MALTATr	AC5u0009GL000472
HL_ME1	AC5u0009GL001119
HL_MELIBt2	AC5u0009GL002019
HL_METGL	AC5u0009GL000726
HL_METSOXR1	AC5u0009GL001491
HL_METSOXR1	AC5u0009GL000051
HL_METSOXR1	AC5u0009GL000248
HL_METSOXR2	AC5u0009GL001491
HL_METSOXR2	AC5u0009GL000913
HL_MGDS	AC5u0009GL000253
HL_MGDS	AC5u0009GL000252
HL_MLTG1	AC5u0009GL002111
HL_MLTG2	AC5u0009GL002111
HL_MLTG3	AC5u0009GL002111
HL_MLTG4	AC5u0009GL002111
HL_MOCOS	AC5u0009GL000251
HL_NADDP	AC5u0009GL000327
HL_NADDP	AC5u0009GL001552
HL_NADH10	AC5u0009GL000675
HL_NADH10	AC5u0009GL001904
HL_NADH10	AC5u0009GL002057
HL_NADH5	AC5u0009GL000675
HL_NADH5	AC5u0009GL001904
HL_NADH5	AC5u0009GL002057
HL_NADH9	AC5u0009GL000675
HL_NADH9	AC5u0009GL001904
HL_NADH9	AC5u0009GL002057
HL_NMNAT	AC5u0009GL000090
HL_NMNAT	AC5u0009GL001630
HL_NMNP	AC5u0009GL002036
HL_NO2t3	AC5u0009GL000260
HL_NTP10	AC5u0009GL000020
HL_NTP3	AC5u0009GL000020
HL_NTP3	AC5u0009GL000958
HL_NTP3	AC5u0009GL001268
HL_NTP3	AC5u0009GL001352
HL_NTP5	AC5u0009GL000020
HL_NTPP9	AC5u0009GL000642
HL_NTPP9	AC5u0009GL002154
HL_NTRARx	AC5u0009GL000245
HL_NTRARx	AC5u0009GL000246
HL_NTRARx	AC5u0009GL000247
HL_NTRARx	AC5u0009GL000248
HL_NTRARy	AC5u0009GL000245
HL_NTRARy	AC5u0009GL000246
HL_NTRARy	AC5u0009GL000247
HL_NTRARy	AC5u0009GL000248
HL_OCTDPS	AC5u0009GL002178
HL_OGMEACPD	AC5u0009GL000225
HL_OGMEACPD	AC5u0009GL000233
HL_OGMEACPR	AC5u0009GL000228
HL_OPMEACPD	AC5u0009GL000225
HL_OPMEACPD	AC5u0009GL000233
HL_OXCDC	AC5u0009GL000698
HL_P5CR	AC5u0009GL000776
HL_PAPPT1	AC5u0009GL001332
HL_PAPPT3	AC5u0009GL001332
HL_PMDPHT	AC5u0009GL000858
HL_PMDPHT	AC5u0009GL000093
HL_PPIabc	AC5u0009GL001314
HL_PPIabc	AC5u0009GL001315
HL_PPIabc	AC5u0009GL001316
HL_PPIabc	AC5u0009GL001317
HL_PPK	AC5u0009GL000770
HL_PPNCL2	AC5u0009GL000026
HL_PREN	AC5u0009GL002178
HL_PROabc	AC5u0009GL000165
HL_PROabc	AC5u0009GL000668
HL_PROabc	AC5u0009GL000728
HL_PROabc	AC5u0009GL000914
HL_PROabc	AC5u0009GL000916
HL_PROabc	AC5u0009GL001233
HL_PROabc	AC5u0009GL001666
HL_PROabc	AC5u0009GL001685
HL_PROabc	AC5u0009GL001849
HL_PROabc	AC5u0009GL002128
HL_PTA2	AC5u0009GL000976
HL_PTA2	AC5u0009GL001918
HL_PYDXPP	AC5u0009GL000581
HL_PYDXPP	AC5u0009GL001752
HL_PYDXPP	AC5u0009GL000621
HL_PYDXPP	AC5u0009GL002175
HL_R5PP	AC5u0009GL002089
HL_R5PP	AC5u0009GL000581
HL_R5PP	AC5u0009GL000621
HL_R5PP	AC5u0009GL000639
HL_R5PP	AC5u0009GL002157
HL_R5PP	AC5u0009GL002175
HL_RBFSb	AC5u0009GL001776
HL_RBFSb	AC5u0009GL001774
HL_RNTR1c2	AC5u0009GL001026
HL_RNTR1c2	AC5u0009GL001161
HL_RNTR1c2	AC5u0009GL001905
HL_RNTR2c2	AC5u0009GL001026
HL_RNTR2c2	AC5u0009GL001161
HL_RNTR2c2	AC5u0009GL001905
HL_RNTR3c2	AC5u0009GL001026
HL_RNTR3c2	AC5u0009GL001161
